국명,과명,과국명,학명
개맨드라미,Amaranthaceae,비름과,Celosia argentea L.
개머루,Vitaceae,포도과,Ampelopsis glandulosa (Wall.) Momiy. var. heterophylla (Thunb.) Momiy.
개머위,Asteraceae,국화과,Petasites rubellus (J.F.Gmel.) M.Toman
개면마,Onocleaceae,야산고비과,Pentarhizidium orientale (Hook.) Hayata
개모시풀,Urticaceae,쐐기풀과,Boehmeria platanifolia (Maxim.) Franch. & Sav. ex C.H.Wright
개묵새,Poaceae,벼과,Festuca takedana Ohwi
개물통이,Urticaceae,쐐기풀과,Parietaria debilis G.Forst.
개물푸레나무,Fabaceae,콩과,Maackia amurensis Rupr. var. buergeri (Maxim.) C.K.Schneid.
개미난초,Orchidaceae,난초과,Myrmechis japonica (Rchb.f.) Rolfe
개미자리,Caryophyllaceae,석죽과,Sagina japonica (Sw.) Ohwi
개미취,Asteraceae,국화과,Aster tataricus L.f.
개미취 '진다이',Asteraceae,국화과,Aster tataricus 'Jindai'
개미탑,Haloragaceae,개미탑과,Haloragis micrantha (Thunb.) R.Br. ex Siebold & Zucc.
개밀,Poaceae,벼과,Elymus tsukushiensis Honda var. transiens (Hack.) K.Osada
개밀아재비,Poaceae,벼과,Leymus chinensis (Trin.) Tzvelev
개바늘사초,Cyperaceae,사초과,Carex uda Maxim.
개박달나무,Betulaceae,자작나무과,Betula chinensis Maxim.
개박태기나무,Hamamelidaceae,조록나무과,Disanthus cercidifolia Maxim.
개박태기나무 '에나니시키',Hamamelidaceae,조록나무과,Disanthus cercidifolia 'Ena-Nishiki'
개박하,Lamiaceae,꿀풀과,Nepeta cataria L.
개박하 '키트리오도라',Lamiaceae,꿀풀과,Nepeta cataria 'Citriodora'
개발나물,Apiaceae,산형과,Sium suave Walter
개방동사니,Cyperaceae,사초과,Cyperus compressus L.
개버무리,Ranunculaceae,미나리아재비과,Clematis serratifolia Rehder
개벚지나무,Rosaceae,장미과,Prunus glandulifolia Rupr.
개벼룩,Caryophyllaceae,석죽과,Moehringia lateriflora (L.) Fenzl
개별꽃,Caryophyllaceae,석죽과,Pseudostellaria heterophylla (Miq.) Pax
개병풍,Saxifragaceae,범의귀과,Astilboides tabularis (Hemsl.) Engl.
개보리,Poaceae,벼과,Elymus sibiricus L.
개보리뺑이,Asteraceae,국화과,Lapsanastrum apogonoides (Maxim.) J.H.Pak & K.Bremer
개복수초,Ranunculaceae,미나리아재비과,Adonis pseudoamurensis W.T.Wang
개복장나무,Aceraceae,단풍나무과,Acer cissifolium (Siebold & Zucc.) K. Koch
개부싯깃고사리,Pteridaceae,봉의꼬리과,Cheilanthes chusana Hook.
개부처손,Selaginellaceae,부처손과,Selaginella stauntoniana Spring
개불알풀,Scrophulariaceae,현삼과,Veronica polita Fr.
개비름,Amaranthaceae,비름과,Amaranthus blitum L. subsp. oleraceus (L.) Costea
개비자나무,Cephalotaxaceae,개비자나무과,Cephalotaxus harringtonia (Knight ex J.Forbes) K.Koch
개비자나무 '놈',Cephalotaxaceae,개비자나무과,Cephalotaxus harringtonia 'Gnome'
개비자나무 '레펜덴스',Cephalotaxaceae,개비자나무과,Cephalotaxus harringtonia 'Rependens'
개비자나무 '파스티기아타 아우레아',Cephalotaxaceae,개비자나무과,Cephalotaxus harringtonia 'Fastigiata Aurea'
개비자나무 '파스티기아타',Cephalotaxaceae,개비자나무과,Cephalotaxus harringtonia 'Fastigiata'
개빕새귀리,Poaceae,벼과,Bromus richardsonii Link
개사상자,Apiaceae,산형과,Torilis scabra (Thunb.) DC.
개사철쑥,Asteraceae,국화과,Artemisia caruifolia Buch.-Ham. ex Roxb.
개사탕수수,Poaceae,벼과,Saccharum spontaneum L.
개산초,Rutaceae,운향과,Zanthoxylum armatum DC.
개살구나무,Rosaceae,장미과,Prunus mandshurica (Maxim.) Koehne
개살구나무 '무어파크',Rosaceae,장미과,Prunus armeniaca 'Moorpark'
개새비나무,Verbenaceae,마편초과,Callicarpa × shiraswana Makino
개서어나무,Betulaceae,자작나무과,Carpinus tschonoskii Maxim.
개석송,Lycopodiaceae,석송과,Lycopodium annotinum L.
개선갈퀴,Rubiaceae,꼭두서니과,Galium trifloriforme Kom.
개소시랑개비,Rosaceae,장미과,Potentilla supina L. subsp. paradoxa (Nutt.) Soják
개속새,Equisetaceae,속새과,Equisetum ramosissimum Desf.
개솔새,Poaceae,벼과,Cymbopogon goeringii (Steud.) A.Camus
개쇠뜨기,Equisetaceae,속새과,Equisetum palustre L.
개쇠치기풀,Poaceae,벼과,Rottboellia cochinchinensis (Lour.) Clayton
개수양버들,Salicaceae,버드나무과,Salix dependens Nakai
개수염,Eriocaulaceae,곡정초과,Eriocaulon miquelianum Körn.
개쉽싸리,Lamiaceae,꿀풀과,Lycopus coreanus H.Lév.
개승마,Ranunculaceae,미나리아재비과,Actaea biternata (Siebold & Zucc.) Prantl
개시호,Apiaceae,산형과,Bupleurum longeradiatum Turcz.
개실사리,Selaginellaceae,부처손과,Selaginella shakotanensis (Franch. ex Takeda) Miyabe & Kudô
개싸리,Fabaceae,콩과,Lespedeza tomentosa (Thunb.) Siebold ex Maxim.
개쑥갓,Asteraceae,국화과,Senecio vulgaris L.
개쑥부쟁이,Asteraceae,국화과,Aster meyendorffii (Regel & Maack) Voss
개쓴풀,Gentianaceae,용담과,Swertia diluta (Turcz.) Benth. & Hook.f. var. tosaensis (Makino) H.Hara
개씀배,Asteraceae,국화과,Prenanthes tatarinowii Maxim.
개아그배나무,Rosaceae,장미과,Malus micromalus Makino
개아마,Linaceae,아마과,Linum stelleroides Planch.
개암나무,Betulaceae,자작나무과,Corylus heterophylla Fisch. ex Trautv.
개앵도나무,Grossulariaceae,까치밥나무과,Ribes mandshuricum (Maxim.) Kom. var. subglabrum Kom.
개양귀비,Papaveraceae,양귀비과,Papaver rhoeas L.
개억새,Poaceae,벼과,Eulalia speciosa (Debeaux) Kuntze
개엉겅퀴,Asteraceae,국화과,Cirsium japonicum Fisch. ex DC.
개여뀌,Polygonaceae,마디풀과,Persicaria longiseta (Bruijn) Kitag.
개연꽃,Nymphaeaceae,수련과,Nuphar japonica DC.
개염주나무,Tiliaceae,피나무과,Tilia semicostata Nakai
개오동,Bignoniaceae,능소화과,Catalpa ovata G.Don
개옻나무,Anacardiaceae,옻나무과,Toxicodendron trichocarpum (Miq.) Kuntze
개이삭포아풀,Poaceae,벼과,Poa bulbosa L.
개잎갈나무,Pinaceae,소나무과,Cedrus deodara (Roxb. ex D.Don) G.Don
개잎갈나무 '골든 호라이즌',Pinaceae,소나무과,Cedrus deodara 'Golden Horizon'
개잎갈나무 '데스칸소 드와프',Pinaceae,소나무과,Cedrus deodara 'Descanso Dwarf'
개잎갈나무 '비리디스 프로스트라타',Pinaceae,소나무과,Cedrus deodara 'Viridis Prostrata'
개잎갈나무 '아우레아 펜둘라',Pinaceae,소나무과,Cedrus deodara 'Aurea Pendula'
개잎갈나무 '알보스피카',Pinaceae,소나무과,Cedrus deodara 'Albospica'
개잎갈나무 '카를 푹스',Pinaceae,소나무과,Cedrus deodara 'Karl Fuchs'
개잎갈나무 '카슈미르',Pinaceae,소나무과,Cedrus deodara 'Kashmir'
개잎갈나무 '펜둘라',Pinaceae,소나무과,Cedrus deodara 'Pendula'
개자리,Fabaceae,콩과,Medicago polymorpha L.
개잠자리난초,Orchidaceae,난초과,Habenaria cruciformis Ohwi
개정향풀,Apocynaceae,협죽도과,Apocynum lancifolium Russanov
개제비란,Orchidaceae,난초과,Dactylorhiza viridis (L.) R.M.Bateman & Pridgeon & M.W.Chase
개족도리풀,Aristolochiaceae,쥐방울덩굴과,Asarum maculatum Nakai
개족제비쑥,Asteraceae,국화과,Matricaria tetragonosperma (F. Schmidt) Hara & Kitam.
개좀진고사리,Athyriaceae,개고사리과,Deparia × angustata (Nakai) Nakaike
개종용,Orobanchaceae,열당과,Lathraea japonica Miq.
개중대가리,Asteraceae,국화과,Symphyllocarpus exilis Maxim.
개지치,Boraginaceae,지치과,Lithospermum arvense L.
개질경이,Plantaginaceae,질경이과,Plantago camtschatica Cham. ex Link
개찌버리사초,Cyperaceae,사초과,Carex japonica Thunb.
개차고사리,Aspleniaceae,꼬리고사리과,Asplenium oligophlebium Baker
개차꼬리고사리,Aspleniaceae,꼬리고사리과,Asplenium tripteropus Nakai
개차즈기,Lamiaceae,꿀풀과,Amethystea caerulea L.
개키버들,Salicaceae,버드나무과,Salix integra Thunb.
개키버들 '하쿠로 니시키',Salicaceae,버드나무과,Salix integra 'Hakuro-Nishiki'
개탑꽃,Lamiaceae,꿀풀과,Clinopodium fauriei (H.Lév. & Vaniot) H.Hara
개털이슬,Onagraceae,바늘꽃과,Circaea alpina L. subsp. caulescens (Kom.) Tatew.
개톱고사리,Athyriaceae,개고사리과,Diplazium okudairae Makino
개톱날고사리,Athyriaceae,개고사리과,Athyrium sheareri (Baker) Ching
개통발,Lentibulariaceae,통발과,Utricularia intermedia Hayne
개피,Poaceae,벼과,Beckmannia syzigachne (Steud.) Fernald
개현삼,Scrophulariaceae,현삼과,Scrophularia alata A.Gray
개형개,Lamiaceae,꿀풀과,Nepeta multifida L.
개황기,Fabaceae,콩과,Astragalus uliginosus L.
개회나무,Oleaceae,물푸레나무과,Syringa reticulata (Blume) H.Hara
개회향,Apiaceae,산형과,Ligusticum tachiroei (Franch. & Sav.) M.Hiroe & Constance
갤핀니포피아,Liliaceae,백합과,Kniphofia galpinii Baker
갯강아지풀,Poaceae,벼과,Setaria viridis (L.) P.Beauv. var. pachystachys (Franch. & Sav.) Masamura & Nemoto
갯강활,Apiaceae,산형과,Angelica japonica A.Gray
갯개미자리,Caryophyllaceae,석죽과,Spergularia marina (L.) Besser
갯개미취,Asteraceae,국화과,Aster tripolium L.
갯겨이삭,Poaceae,벼과,Puccinellia coreensis Hack. ex Honda
갯고들빼기,Asteraceae,국화과,Crepidiastrum lanceolatum (Houtt.) Nakai
갯골풀,Juncaceae,골풀과,Juncus haenkei E.Mey.
갯괴불주머니,Papaveraceae,양귀비과,Corydalis platycarpa (Maxim. ex Palib.) Makino
갯국,Asteraceae,국화과,Ajania pacifica (Nakai) K.Bremer & Humphries
갯국 '핑크 아이스',Asteraceae,국화과,Ajania pacifica 'Pink Ice'
갯그령,Poaceae,벼과,Leymus mollis (Trin.) Pilg.
갯글라디올러스,Iridaceae,붓꽃과,Gladiolus palustris Gaudin
갯금불초,Asteraceae,국화과,Wedelia prostrata Hemsl.
갯기름나물,Apiaceae,산형과,Peucedanum japonicum Thunb.
갯까치수염,Primulaceae,앵초과,Lysimachia mauritiana Lam.
갯꽝꽝나무,Aquifoliaceae,감탕나무과,Ilex crenata var. paludosa (Nakai) H.Hara
갯꾸러미풀,Poaceae,벼과,Puccinellia nipponica Ohwi
갯낙상홍,Aquifoliaceae,감탕나무과,Ilex decidua Walter
갯낙상홍 '멤피스 벨',Aquifoliaceae,감탕나무과,Ilex decidua 'Memphis Belle'
갯낙상홍 '선댄스',Aquifoliaceae,감탕나무과,Ilex decidua 'Sundance'
갯낙상홍 '워런스 레드',Aquifoliaceae,감탕나무과,Ilex decidua 'Warren's Red'
갯낙상홍 '포카혼타스',Aquifoliaceae,감탕나무과,Ilex decidua 'Pocahontas'
갯는쟁이,Chenopodiaceae,명아주과,Atriplex subcordata Kitag.
갯당근,Apiaceae,산형과,Daucus littoralis Sm.
갯대추나무,Rhamnaceae,갈매나무과,Paliurus ramosissimus (Lour.) Poir.
갯댑싸리,Chenopodiaceae,명아주과,Kochia scoparia (L.) Schrad. var. littorea Makino
갯더덕,Campanulaceae,초롱꽃과,Codonopsis tangshen Oliv.
갯돌나물,Crassulaceae,돌나물과,Sedum lepidopodum Nakai
갯드렁새,Poaceae,벼과,Diplachne fusca (L.) P.Beauv. ex Roem. & Schult. subsp. fascicularis (Lam.) P.M.Peterson & N.Snow
갯마디풀,Polygonaceae,마디풀과,Polygonum arenastrum Boreau
갯메꽃,Convolvulaceae,메꽃과,Calystegia soldanella (L.) R.Br.
갯무,Brassicaceae,배추과,Raphanus sativus L. var. hortensis Backer f. raphanistroides Makino
갯바늘골,Cyperaceae,사초과,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer"
갯바랭이,Poaceae,벼과,Dimeria ornithopoda Trin. subsp. subrobusta (Hack.) S.L.Chen & G.Y.sheng
갯바위고사리,Lindsaeaceae,비고사리과,Odontosoria biflora (Kaulf.) C.Chr.
갯바위청사초,Cyperaceae,사초과,Carex meridiana (Akiyama) Akiyama
갯바위패랭이꽃,Caryophyllaceae,석죽과,Dianthus koreanus D.C.Son & K.H.Lee
갯방동사니,Cyperaceae,사초과,Pycreus polystachyos (Rottb.) P.Beauv.
갯방풍,Apiaceae,산형과,Glehnia littoralis F.Schmidt ex Miq.
갯버들,Salicaceae,버드나무과,Salix gracilistyla Miq.
갯별꽃,Caryophyllaceae,석죽과,Honckenya peploides (L.) Ehrh. var. major (Hook.) Abrams
갯보리,Poaceae,벼과,Elymus dahuricus Turcz. ex Griseb.
갯보리사초,Cyperaceae,사초과,Carex laticeps C.B.Clarke ex Franch.
갯봄맞이,Primulaceae,앵초과,Lysimachia maritima (L.) Galasso & Banfi & Soldano var. obtusifolia (Fernald) Yonek.
갯부용,Malvaceae,아욱과,Hibiscus moscheutos subsp. palustris (L.) R.T.Clausen
갯부추,Liliaceae,백합과,Allium pseudojaponicum Makino
갯사상자,Apiaceae,산형과,Cnidium japonicum Miq.
갯쇠돌피,Poaceae,벼과,Polypogon monspeliensis (L.) Desf.
갯쇠보리,Poaceae,벼과,Ischaemum anthephoroides (Steud.) Miq.
갯실새삼,Convolvulaceae,메꽃과,Cuscuta chinensis Lam.
갯쑥부쟁이,Asteraceae,국화과,Aster hispidus Thunb.
갯씀바귀,Asteraceae,국화과,Ixeris repens (L.) A.Gray
갯완두,Fabaceae,콩과,Lathyrus japonicus Willd.
갯용담,Gentianaceae,용담과,Gentiana pneumonanthe L.
갯원추리,Liliaceae,백합과,Hemerocallis fulva var. littorea (Makino) M.Hotta
갯율무,Poaceae,벼과,Crypsis aculeata (L.) Aiton
갯잔디,Poaceae,벼과,Zoysia sinica Hance
갯잠자리피,Poaceae,벼과,Tripogon chinensis (Franch.) Hack.
갯장구채,Caryophyllaceae,석죽과,Silene aprica Turcz. var. oldhamiana (Miq.) C.Y.Wu
갯장대,Brassicaceae,배추과,Arabis stelleri DC.
갯제비쑥,Asteraceae,국화과,Artemisia littoricola Kitam.
갯조풀,Poaceae,벼과,Calamagrostis pseudophragmites (Haller f.) Koeler
갯주름잎,Scrophulariaceae,현삼과,Mazus radicans Cheeseman
갯줄풀,Poaceae,벼과,Spartina alterniflora Loisel.
갯쥐방울덩굴,Aristolochiaceae,쥐방울덩굴과,Aristolochia littoralis Parodi
갯지치,Boraginaceae,지치과,Mertensia maritima (L.) Gray subsp. asiatica Takeda
갯질경,Plumbaginaceae,갯질경과,Limonium tetragonum (Thunb.) Bullock
갯질경이,Plantaginaceae,질경이과,Plantago major L. f. yezomaritima (Koidz.) Ohwi
갯천문동,Liliaceae,백합과,Asparagus brachyphyllus Turcz.
갯청사초,Cyperaceae,사초과,Carex breviculmis R.Br. var. fibrillosa (Franch. & Sav.) Matsum. & Hayata
갯취,Asteraceae,국화과,Ligularia taquetii (H.Lév. & Vaniot) Nakai
갯톱풀,Asteraceae,국화과,Achillea alpina L. subsp. pulchra (Koidz.) Kitam.
갯패랭이꽃,Caryophyllaceae,석죽과,Dianthus japonicus Thunb.
갯하늘지기,Cyperaceae,사초과,Fimbristylis sieboldii Miq. ex Franch. & Sav.
갯활량나물,Fabaceae,콩과,Thermopsis lupinoides (L.) Link
거꾸리개고사리,Athyriaceae,개고사리과,Athyrium reflexipinnum Hayata
거꿀꽃토끼풀,Fabaceae,콩과,Trifolium resupinatum L.
거머리말,Zosteraceae,거머리말과,Zostera marina L.
거문도개미자리,Caryophyllaceae,석죽과,Sagina saginoides (L.) H.Karst.
거문도닥나무,Thymelaeaceae,팥꽃나무과,Wikstroemia ganpi (Siebold & Zucc.) Maxim.
거문딸기,Rosaceae,장미과,Rubus trifidus Thunb.
거문억새,Poaceae,벼과,Miscanthus sinensis Andersson var. keumunensis Y.N.Lee
거문천남성,Araceae,천남성과,Arisaema thunbergii Blume subsp. geomundoense S.C.Ko
거미고사리,Aspleniaceae,꼬리고사리과,Asplenium ruprechtii Sa.Kurata
거미꼬리고사리,Aspleniaceae,꼬리고사리과,Asplenium castaneo-viride Baker
거미돌담고사리,Aspleniaceae,꼬리고사리과,Asplenium × kitazawae Sa.Kurata & Hutoh
거미란,Orchidaceae,난초과,Taeniophyllum glandulosum Blume
거미바위솔,Crassulaceae,돌나물과,Sempervivum arachnoideum L.
거미사철고사리,Aspleniaceae,꼬리고사리과,Asplenium × uiryeongse C.S.Lee & K.H.Lee
거미애기꼬리고사리,Aspleniaceae,꼬리고사리과,Asplenium × akaishiense Otsuka
거미줄달개비,Commelinaceae,닭의장풀과,Tradescantia sillamontana Matuda
거미철쭉 '세이가이',Ericaceae,진달래과,Rhododendron macrosepalum 'Seigai'
거베라,Asteraceae,국화과,Gerbera jamesonii Bolus ex Hook. f.
거베라 '가닛',Asteraceae,국화과,Gerbera × hybrida 'Garnet'
거베라 '다산',Asteraceae,국화과,Gerbera × hybrida 'Dasan'
거베라 '다이어트',Asteraceae,국화과,Gerbera × hybrida 'Diet'
거베라 '라온',Asteraceae,국화과,Gerbera × hybrida 'Raon'
거베라 '레드 볼',Asteraceae,국화과,Gerbera × hybrida 'Red Ball'
거베라 '원더',Asteraceae,국화과,Gerbera × hybrida 'Wonder'
거베라 '이벤트',Asteraceae,국화과,Gerbera × hybrida 'Event'
거베라 '포에버',Asteraceae,국화과,Gerbera × hybrida 'Forever'
거베라 '핑키',Asteraceae,국화과,Gerbera × hybrida 'Pinkie'
거북꼬리,Urticaceae,쐐기풀과,Boehmeria tricuspis (Hance) Makino
거삼나무,Taxodiaceae,낙우송과,Sequoiadendron giganteum (Lindl.) J.Buchholz
거상환선인장,Cactaceae,선인장과,Corynopuntia andreae (Purpus & Boed.) A.Berger
거센털꽃마리,Boraginaceae,지치과,Trigonotis radicans (Turcz.) Steven
거제딸기,Rosaceae,장미과,Rubus tozawae Nakai ex J.Y.Yang
거제수나무,Betulaceae,자작나무과,Betula costata Trautv.
거지덩굴,Vitaceae,포도과,Causonia japonica (Thunb.) Raf.
거지딸기,Rosaceae,장미과,Rubus sumatranus Miq.
거취옥선인장,Cactaceae,선인장과,Ferocactus herrerae J.G.Ortega
검나무싸리,Fabaceae,콩과,Lespedeza melanantha Nakai
검노린재나무,Symplocaceae,노린재나무과,Symplocos tanakana Nakai
검뽕나무,Moraceae,뽕나무과,Morus nigra L.
검산초롱꽃,Campanulaceae,초롱꽃과,Hanabusaya latisepala Nakai
검양옻나무,Anacardiaceae,옻나무과,Toxicodendron succedaneum (L.) Kuntze
검은가문비나무,Pinaceae,소나무과,Picea mariana Britton et al.
검은가문비나무 '나나',Pinaceae,소나무과,Picea mariana 'Nana'
검은가문비나무 '도우메티',Pinaceae,소나무과,Picea mariana 'Doumetii'
검은개선갈퀴,Rubiaceae,꼭두서니과,Galium japonicum Makino
검은개수염,Eriocaulaceae,곡정초과,Eriocaulon parvum Körn.
검은갯버들,Salicaceae,버드나무과,Salix gracilistyla 'Melanostachys'
검은겨이삭,Poaceae,벼과,Agrostis canina L.
검은곡정초,Eriocaulaceae,곡정초과,Eriocaulon atrum Nakai
검은꼬리사초,Cyperaceae,사초과,Carex tarumensis Franch.
검은낭아초,Rosaceae,장미과,Comarum palustre L.
검은노루삼,Ranunculaceae,미나리아재비과,Actaea spicata L.
검은도루박이,Cyperaceae,사초과,Scirpus orientalis Ohwi
검은딸기,Rosaceae,장미과,Rubus croceacanthus H.Lév.
검은무늬조밥나물 '레오파드',Asteraceae,국화과,Hieracium spilophaeum 'Leopard'
검은별고사리,Thelypteridaceae,처녀고사리과,Cyclosorus interruptus (Willd.) H.Itô
검은승마,Ranunculaceae,미나리아재비과,Cimicifuga racemosa (L.) Nutt.
검은연리초,Fabaceae,콩과,Lathyrus niger (L.) Bernh.
검은재나무,Symplocaceae,노린재나무과,Symplocos prunifolia Siebold & Zucc.
검정개관중,Dryopteridaceae,관중과,Polystichum tsus-simense (Hook.) J.Sm.
검정겨이삭,Poaceae,벼과,Agrostis flaccida Hack.
검정납작골풀,Juncaceae,골풀과,Juncus fauriei H.Lév. & Vaniot
검정말,Hydrocharitaceae,자라풀과,Hydrilla verticillata (L.f.) Royle
검정방동사니,Cyperaceae,사초과,Fuirena ciliaris (L.) Roxb.
검정비늘고사리,Athyriaceae,개고사리과,Diplazium virescens Kunze
검정사초,Cyperaceae,사초과,Carex cespitosa L. var. minuta (Franch.) Kük.
검정진들피,Poaceae,벼과,Glyceria debilior (Trin. ex F.Schmidt) Kudô
검정타래사초,Cyperaceae,사초과,Carex norvegica Retz.
검정하늘지기,Cyperaceae,사초과,Fimbristylis diphylloides Makino
검정할미꽃,Ranunculaceae,미나리아재비과,Pulsatilla nigricans Storck
검종덩굴,Ranunculaceae,미나리아재비과,Clematis fusca Turcz.
